4,1569350730.143125
10,1569351930.187683
-1,1569353130.21936
4,1569353131.240552
10,1569354331.294118
-1,1569355531.394643
4,1569355532.406202
10,1569356732.407652
-1,1569357932.409875
4,1569357933.426515
10,1569359133.461017
-1,1569360333.465348
4,1569360334.477435
10,1569361534.478158
-1,1569362734.578703
4,1569362735.596149
10,1569363935.688664
-1,1569365135.716922
4,1569365136.729539
10,1569366336.824248
-1,1569367536.868423
4,1569367537.880721
10,1569368737.903431
-1,1569369938.003729
4,1569369939.015554
10,1569371139.083591
-1,1569372339.183976
4,1569372340.202042
10,1569373540.204697
-1,1569374740.208161
4,1569374741.226382
10,1569375941.283255
-1,1569377141.283928
4,1569377142.296639
10,1569378342.387548
-1,1569379542.48781
4,1569379543.503624
10,1569380743.603853
-1,1569381943.703331
4,1569381944.721145
10,1569383144.721696
-1,1569384344.74365
4,1569384345.756027
10,1569385545.756854
-1,1569386745.785198
4,1569386746.80049
10,1569387946.875581
-1,1569389146.876008
4,1569389147.889024
10,1569390347.974108
-1,1569391547.983241
4,1569391549.000486
10,1569392749.100952
-1,1569393949.16369
4,1569393950.180797
10,1569395150.28101
-1,1569396350.287662
4,1569396351.299649
10,1569397551.303441
-1,1569398751.39765
