4,1569350106.019413
10,1569351306.116538
-1,1569352506.214641
4,1569352507.237346
10,1569353707.336874
-1,1569354907.38919
4,1569354908.406808
10,1569356108.43154
-1,1569357308.476886
4,1569357309.495607
10,1569358509.596193
-1,1569359709.633925
4,1569359710.654742
10,1569360910.754779
-1,1569362110.779977
4,1569362111.802257
10,1569363311.80985
-1,1569364511.908875
4,1569364512.926249
10,1569365713.022431
-1,1569366913.085197
4,1569366914.106068
10,1569368114.154449
-1,1569369314.186212
4,1569369315.202532
10,1569370515.300052
-1,1569371715.397581
4,1569371716.419921
10,1569372916.444848
-1,1569374116.538374
4,1569374117.55715
10,1569375317.564733
-1,1569376517.664978
4,1569376518.686842
10,1569377718.781185
-1,1569378918.881166
4,1569378919.898203
10,1569380119.952465
-1,1569381320.052404
4,1569381321.07341
10,1569382521.124055
-1,1569383721.168904
4,1569383722.185496
10,1569384922.230867
-1,1569386122.311015
4,1569386123.332079
10,1569387323.425283
-1,1569388523.5232
4,1569388524.541032
10,1569389724.637359
-1,1569390924.735716
4,1569390925.757664
10,1569392125.817208
-1,1569393325.84866
4,1569393326.864544
10,1569394526.910302
-1,1569395726.956666
4,1569395727.977038
10,1569396928.058108
-1,1569398128.103454
