# iterator, reward, timestamp 
1,91.53956174850464,1566787865.4175572
2,161.63349151611328,1566787867.4209907
3,159.94620323181152,1566787873.5301552
4,44.92068290710449,1566787876.6373184
5,23.489952087402344,1566787878.6410353
6,22.927403450012207,1566787880.6426399
7,22.339701652526855,1566787882.646165
8,22.27640151977539,1566787884.6496675
9,22.39358425140381,1566787886.6525886
10,22.512197494506836,1566787888.6557484
11,20.475268363952637,1566787890.6583476
12,21.932363510131836,1566787892.6606388
13,21.99554443359375,1566787894.6639256
14,22.654056549072266,1566787896.6676586
15,20.76137065887451,1566787898.6706173
16,22.512316703796387,1566787900.67345
17,20.760178565979004,1566787902.6763783
18,22.307753562927246,1566787904.6783957
19,21.01457118988037,1566787906.6815274
20,21.224260330200195,1566787908.6845803
21,20.29407024383545,1566787910.687551
22,20.183086395263672,1566787912.690884
23,159.14463996887207,1566787916.8005228
24,49.27778244018555,1566787919.9073741
25,20.10369300842285,1566787921.9101267
26,19.073963165283203,1566787923.9122655
27,19.062280654907227,1566787925.9148905
28,21.81553840637207,1566787927.9175537
29,20.98095417022705,1566787929.9214318
30,21.39294147491455,1566787931.9243824
31,20.17533779144287,1566787933.9274235
32,20.546436309814453,1566787935.9302902
33,21.078824996948242,1566787937.9330902
34,19.669294357299805,1566787939.9353857
35,19.974112510681152,1566787941.9375958
36,19.838690757751465,1566787943.9404926
37,19.11187171936035,1566787945.942781
38,19.969403743743896,1566787947.945483
39,22.512614727020264,1566787949.9477499
40,24.25992488861084,1566787951.949767
41,26.897549629211426,1566787953.9520957
42,26.4132022857666,1566787955.9549913
43,26.97277069091797,1566787957.9565024
44,27.004361152648926,1566787959.9587407
45,26.16870403289795,1566787961.9616413
46,26.314139366149902,1566787963.9640026
47,25.002717971801758,1566787965.966177
48,25.234580039978027,1566787967.9691703
49,25.033950805664062,1566787969.9720669
50,24.949073791503906,1566787971.9751298
51,25.58159828186035,1566787973.976678
52,25.68066120147705,1566787975.9793422
53,26.182055473327637,1566787977.982347
54,24.78039264678955,1566787979.9847035
55,215.0799036026001,1566787987.0964375
56,56.26881122589111,1566787990.203683
57,25.51722526550293,1566787992.2062142
58,25.912165641784668,1566787994.2094445
59,25.462031364440918,1566787996.2123396
60,26.59010887145996,1566787998.215341
61,25.35724639892578,1566788000.218494
62,26.119351387023926,1566788002.222063
63,25.04253387451172,1566788004.2251832
64,25.557398796081543,1566788006.2274435
65,26.064753532409668,1566788008.23041
66,25.513648986816406,1566788010.232947
67,26.61764621734619,1566788012.23629
68,25.198817253112793,1566788014.2395592
69,25.793910026550293,1566788016.2420568
70,26.38089656829834,1566788018.2446094
71,25.21073818206787,1566788020.2472908
72,28.142571449279785,1566788022.250139
73,24.97100830078125,1566788024.2524195
74,24.033665657043457,1566788026.255842
75,189.50927257537842,1566788029.364057
76,65.99646806716919,1566788032.4709
77,25.803327560424805,1566788034.4743428
78,25.78604221343994,1566788036.4770887
79,25.24852752685547,1566788038.4809525
80,24.37460422515869,1566788040.485096
81,215.19362926483154,1566788044.5928855
82,27.98759937286377,1566788047.6990848
83,24.886727333068848,1566788049.701993
84,160.80689430236816,1566788054.8123353
85,47.79219627380371,1566788057.9190836
86,24.721980094909668,1566788059.9213653
87,25.322675704956055,1566788061.9242563
88,26.177406311035156,1566788063.9270277
89,25.577664375305176,1566788065.9301188
90,24.81997013092041,1566788067.9334004
91,24.988412857055664,1566788069.936218
92,26.014089584350586,1566788071.9389944
93,25.25806427001953,1566788073.9419794
94,25.736093521118164,1566788075.9450235
95,24.824857711791992,1566788077.94822
96,215.2092456817627,1566788088.0660741
97,47.01352119445801,1566788091.1740892
98,213.06824684143066,1566788096.2833571
99,53.87401580810547,1566788099.3898032
100,25.785088539123535,1566788101.3927002
101,25.70784091949463,1566788103.394416
102,26.132941246032715,1566788105.398104
103,25.447368621826172,1566788107.4007945
104,25.66850185394287,1566788109.403974
105,25.27475357055664,1566788111.407148
106,25.15733242034912,1566788113.4103384
107,159.96694564819336,1566788116.51762
108,65.44649600982666,1566788119.6255655
109,26.236772537231445,1566788121.6294577
110,25.55680274963379,1566788123.6322665
111,24.989724159240723,1566788125.635453
112,25.123000144958496,1566788127.6385906
113,27.00018882751465,1566788129.642214
114,25.858044624328613,1566788131.645499
115,24.799823760986328,1566788133.6482391
116,25.70044994354248,1566788135.651606
117,24.369120597839355,1566788137.6542683
118,24.379491806030273,1566788139.6564739
119,23.753762245178223,1566788141.6594257
120,24.19447898864746,1566788143.662452
121,26.264429092407227,1566788145.6654482
122,24.880647659301758,1566788147.6678805
123,24.471521377563477,1566788149.6713104
124,24.545907974243164,1566788151.673839
125,25.36952495574951,1566788153.676365
126,24.76215362548828,1566788155.6819613
127,25.506258010864258,1566788157.6842904
128,24.742841720581055,1566788159.687327
129,25.93827247619629,1566788161.6905158
130,214.34330940246582,1566788166.8004224
131,27.875185012817383,1566788169.9074154
132,26.004433631896973,1566788171.909094
133,24.9631404876709,1566788173.909597
134,25.29585361480713,1566788175.9129927
135,26.306867599487305,1566788177.914531
136,25.172948837280273,1566788179.9171243
137,25.553464889526367,1566788181.919819
138,26.728510856628418,1566788183.922722
139,26.534557342529297,1566788185.925843
140,26.031970977783203,1566788187.927818
141,26.47554874420166,1566788189.9297712
142,213.01519870758057,1566788196.0403645
143,37.38224506378174,1566788199.147227
144,26.027679443359375,1566788201.151623
145,24.16515350341797,1566788203.15388
146,24.329066276550293,1566788205.1574516
147,26.054024696350098,1566788207.1614678
148,26.46315097808838,1566788209.164105
149,26.36396884918213,1566788211.1668358
150,26.546955108642578,1566788213.1700754
151,162.9723310470581,1566788217.278171
152,55.11009693145752,1566788220.3844874
153,24.819254875183105,1566788222.387873
154,26.14414691925049,1566788224.390542
155,25.605320930480957,1566788226.393519
156,25.50375461578369,1566788228.3970351
157,25.776386260986328,1566788230.4003189
158,24.800777435302734,1566788232.4040155
159,25.817394256591797,1566788234.4072444
160,25.21204948425293,1566788236.4113894
161,26.070237159729004,1566788238.4152327
162,215.0871753692627,1566788241.521888
163,58.67969989776611,1566788244.6277747
164,24.800896644592285,1566788246.6301453
165,25.929927825927734,1566788248.6334097
166,25.69127082824707,1566788250.6363053
167,112.71679401397705,1566788253.7437797
168,26.494622230529785,1566788256.8499837
169,24.62184429168701,1566788258.8524363
170,25.05481243133545,1566788260.8545046
171,24.834871292114258,1566788262.857178
172,25.641918182373047,1566788264.8601198
173,216.54343605041504,1566788270.9713356
174,29.938101768493652,1566788274.077504
175,25.65455436706543,1566788276.0803487
176,25.75981616973877,1566788278.0827878
177,26.05307102203369,1566788280.0859337
178,26.07119083404541,1566788282.088786
179,162.69195079803467,1566788287.1978514
180,51.14638805389404,1566788290.3056085
181,25.544404983520508,1566788292.3085146
182,25.05040168762207,1566788294.3113768
183,162.45925426483154,1566788298.4195392
184,57.46281147003174,1566788301.5272894
185,26.28910541534424,1566788303.5316672
186,25.14469623565674,1566788305.5344899
187,26.643037796020508,1566788307.5381384
188,27.225494384765625,1566788309.5411184
189,25.25937557220459,1566788311.5440636
190,27.23836898803711,1566788313.5470912
191,26.348233222961426,1566788315.5500824
192,26.094675064086914,1566788317.5536578
193,26.270627975463867,1566788319.5567243
194,24.976491928100586,1566788321.5593903
195,25.609731674194336,1566788323.5634944
196,25.570034980773926,1566788325.5659194
197,25.063276290893555,1566788327.568533
198,164.20090198516846,1566788332.6782486
199,61.968207359313965,1566788335.785423
200,25.31123161315918,1566788337.7883778
201,26.178598403930664,1566788339.7914479
202,25.694966316223145,1566788341.7940629
203,27.072668075561523,1566788343.7963145
204,24.977684020996094,1566788345.799162
205,25.84707736968994,1566788347.8009937
206,25.299072265625,1566788349.8035383
