4,1569351043.887018
10,1569352243.928978
-1,1569353444.024135
4,1569353445.052582
10,1569354645.1529
-1,1569355845.250526
4,1569355846.269739
10,1569357046.294397
-1,1569358246.391126
4,1569358247.412229
10,1569359447.510869
-1,1569360647.578606
4,1569360648.595467
10,1569361848.602872
-1,1569363048.698763
4,1569363049.72056
10,1569364249.820863
-1,1569365449.894879
4,1569365450.911976
10,1569366650.934884
-1,1569367851.03191
4,1569367852.054275
10,1569369052.066902
-1,1569370252.113717
4,1569370253.131422
10,1569371453.211278
-1,1569372653.266909
4,1569372654.293697
10,1569373854.341897
-1,1569375054.441843
4,1569375055.460706
10,1569376255.480019
-1,1569377455.574519
4,1569377456.596876
10,1569378656.672912
-1,1569379856.75428
4,1569379857.773034
10,1569381057.799373
-1,1569382257.813998
4,1569382258.84136
10,1569383458.912421
-1,1569384658.979202
4,1569384659.997557
10,1569385860.094604
-1,1569387060.124049
4,1569387061.146065
10,1569388261.224069
-1,1569389461.285449
4,1569389462.302732
10,1569390662.397591
-1,1569391862.494707
4,1569391863.520638
10,1569393063.620908
-1,1569394263.682868
4,1569394264.701104
10,1569395464.747802
-1,1569396664.837254
4,1569396665.859433
10,1569397865.916812
-1,1569399066.017498
