4,1569350931.584396
10,1569352131.613807
-1,1569353331.683425
4,1569353332.719007
10,1569354532.785076
-1,1569355732.884685
4,1569355733.920304
10,1569356933.939168
-1,1569358134.039298
4,1569358135.074444
10,1569359335.133173
-1,1569360535.153961
4,1569360536.190331
10,1569361736.275388
-1,1569362936.375659
4,1569362937.411173
10,1569364137.421467
-1,1569365337.521111
4,1569365338.558317
10,1569366538.633207
-1,1569367738.658862
4,1569367739.695513
10,1569368939.793116
-1,1569370139.822008
4,1569370140.854565
10,1569371340.8926
-1,1569372540.93552
4,1569372541.97952
10,1569373742.029233
-1,1569374942.128217
4,1569374943.163808
10,1569376143.191301
-1,1569377343.281264
4,1569377344.302326
10,1569378544.354473
-1,1569379744.454003
4,1569379745.488007
10,1569380945.536937
-1,1569382145.612839
4,1569382146.648836
10,1569383346.742324
-1,1569384546.834121
4,1569384547.873552
10,1569385747.902645
-1,1569386948.002083
4,1569386949.034381
10,1569388149.045363
-1,1569389349.145816
4,1569389350.179579
10,1569390550.205808
-1,1569391750.305161
4,1569391751.339229
10,1569392951.427944
-1,1569394151.431336
4,1569394152.477879
10,1569395352.495712
-1,1569396552.59314
4,1569396553.629286
10,1569397753.674687
-1,1569398953.764168
