# iterator, reward, timestamp 
1,49.5666861534,1567212878.4792938
2,31.6887497902,1567212882.0930848
3,25.7143974304,1567212885.7103403
4,27.5180339813,1567212889.3256242
5,24.8682498932,1567212892.9414148
6,23.3860015869,1567212896.557317
7,26.6804695129,1567212900.1755064
8,22.8437781334,1567212903.791744
9,25.776386261,1567212907.4084396
10,24.1608023643,1567212911.0237596
11,26.421546936,1567212914.6379755
12,24.3203043938,1567212918.25408
13,26.07858181,1567212921.8693218
14,23.5183238983,1567212925.4848971
15,32.7956676483,1567212929.099622
16,25.0242352486,1567212932.7103927
17,26.620388031,1567212936.3284678
18,23.5524177551,1567212939.9442668
19,26.7684459686,1567212943.5600808
20,27.6241898537,1567212947.1763098
21,25.8167982101,1567212950.7936585
22,24.3172645569,1567212954.4100754
23,28.3188819885,1567212958.0274603
24,23.1975317001,1567212961.6415374
25,26.8276929855,1567212965.260153
26,25.6482362747,1567212968.8749046
27,27.4200439453,1567212972.4934373
28,23.4121084213,1567212976.110104
29,26.3065099716,1567212979.7250836
30,18.4485316277,1567212983.3358123
31,25.7749557495,1567212986.9563632
32,24.3724584579,1567212990.5706723
33,34.9844694138,1567212994.187898
34,25.8300304413,1567212997.806564
35,25.6241559982,1567213001.4227662
36,22.9963064194,1567213005.0388494
37,26.5297889709,1567213008.654291
38,24.7527956963,1567213012.269221
39,27.2752046585,1567213015.8860376
40,25.4204273224,1567213019.5003664
41,28.2584428787,1567213023.1163366
42,24.419426918,1567213026.7306151
43,25.9020328522,1567213030.346564
44,23.1790542603,1567213033.963359
45,128.283500671,1567213038.5803895
46,24.224460125,1567213042.193
47,29.7567844391,1567213045.8099318
48,24.0327715874,1567213049.426271
49,26.0655879974,1567213053.0387044
50,23.9274501801,1567213056.6557639
51,33.0830812454,1567213060.2705576
52,24.4126319885,1567213063.8851044
53,26.2076854706,1567213067.502029
54,169.810712337,1567213071.1103005
55,129.449367523,1567213076.7284448
56,23.0819582939,1567213080.3427405
57,25.7602930069,1567213083.9538617
58,27.5967717171,1567213087.573251
59,27.6057720184,1567213091.1881564
60,27.4446606636,1567213094.8060553
61,24.8906612396,1567213098.4215322
62,27.5577902794,1567213102.0325787
63,24.8005390167,1567213105.651891
64,166.178941727,1567213111.2701437
65,25.0735282898,1567213114.8842533
66,27.4697542191,1567213118.4985762
67,24.0078568459,1567213122.1148896
68,27.9867649078,1567213125.7290177
69,24.8911380768,1567213129.344731
70,28.6232233047,1567213132.9578109
71,23.334145546,1567213136.5723577
72,25.5426168442,1567213140.1870148
73,23.3712792397,1567213143.8012326
74,37.2906923294,1567213147.4180696
75,164.180576801,1567213151.0289795
76,128.377735615,1567213155.644776
77,19.603073597,1567213159.2592828
78,26.2545347214,1567213162.8770506
79,28.8903713226,1567213166.493055
80,24.6016979218,1567213170.1088827
81,24.6895849705,1567213173.7253528
82,27.4021625519,1567213177.3421571
83,25.8713662624,1567213180.9581192
84,126.044839621,1567213184.5717037
85,167.943000793,1567213190.1955793
86,24.1384804249,1567213193.80827
87,166.376322508,1567213198.4236917
88,27.3493528366,1567213202.0387566
89,20.0128555298,1567213205.6555705
90,24.3434309959,1567213209.2712042
91,25.4496335983,1567213212.8864813
92,25.2435803413,1567213216.50173
93,24.444937706,1567213220.118911
94,21.9184756279,1567213223.7346425
95,24.8529911041,1567213227.3523848
96,22.5004553795,1567213230.9662268
97,24.4437456131,1567213234.5822985
98,22.8953957558,1567213238.2008107
99,23.8482952118,1567213241.816338
100,23.374915123,1567213245.4332697
101,26.2671709061,1567213249.050847
102,23.3705043793,1567213252.6652431
103,26.5084505081,1567213256.2801573
104,49.612402916,1567213259.895224
105,24.4786143303,1567213263.5104358
106,24.8818397522,1567213267.1285136
107,26.5928506851,1567213270.7442803
108,25.7291793823,1567213274.361396
109,22.7653384209,1567213277.975963
110,36.3961458206,1567213281.5919628
111,24.5028734207,1567213285.2103403
112,25.1332521439,1567213288.8260624
113,23.9352583885,1567213292.4402044
114,26.0028243065,1567213296.0554478
115,23.6842632294,1567213299.6712303
116,24.8646736145,1567213303.2850375
117,22.8669643402,1567213306.899887
118,26.5360474586,1567213310.5170097
119,127.70318985,1567213314.1298134
120,24.7000455856,1567213317.747274
121,25.9420871735,1567213321.362216
122,116.325438023,1567213324.9770362
123,32.4238538742,1567213328.5860937
124,25.6454944611,1567213332.2032232
125,25.305390358,1567213335.8211784
126,25.6341695786,1567213339.4374115
127,25.4654884338,1567213343.0519135
128,29.9838781357,1567213346.6678243
129,25.4840254784,1567213350.2816932
130,24.4159698486,1567213353.8966491
131,24.5424509048,1567213357.5115783
132,25.1662731171,1567213361.1239486
133,23.9209234715,1567213364.7443604
134,24.9309539795,1567213368.359086
135,23.5909819603,1567213371.9707358
136,26.6301631927,1567213375.589821
137,24.2095589638,1567213379.205969
138,24.1216421127,1567213382.8227968
139,24.7422456741,1567213386.4369655
140,23.7951278687,1567213390.0530546
141,25.6207585335,1567213393.6677
142,25.6372690201,1567213397.285891
143,25.3847837448,1567213400.9023647
144,121.651649475,1567213404.5129547
145,27.1233320236,1567213408.1247306
146,34.6105098724,1567213411.7399526
147,23.6033201218,1567213415.3576117
148,26.3819694519,1567213418.9747326
149,26.4144539833,1567213422.590517
150,26.2352228165,1567213426.2101352
151,25.4591703415,1567213429.819467
152,24.7637033463,1567213431.8250687
153,27.4258852005,1567213435.4388523
154,24.7887372971,1567213439.0542243
155,29.7471284866,1567213442.6695776
156,24.2586731911,1567213446.284806
