4,1568973507.525252
10,1568974107.572975
-1,1568974707.672496
4,1568974708.695377
10,1568975308.738193
-1,1568975908.837501
4,1568975909.855674
10,1568976509.928153
-1,1568977109.934876
4,1568977110.959835
10,1568977711.060837
-1,1568978311.090729
4,1568978312.107566
10,1568978912.187235
-1,1568979512.272129
4,1568979513.298291
10,1568980113.39422
-1,1568980713.493967
4,1568980714.515746
10,1568981314.610372
-1,1568981914.663341
4,1568981915.682258
10,1568982515.779046
-1,1568983115.838769
4,1568983116.857017
10,1568983716.918636
-1,1568984317.01751
4,1568984318.039991
10,1568984918.127541
-1,1568985518.222373
4,1568985519.239595
10,1568986119.245018
-1,1568986719.337788
4,1568986720.356606
10,1568987320.406628
-1,1568987920.417314
4,1568987921.432933
10,1568988521.53373
-1,1568989121.586317
4,1568989122.608659
10,1568989722.707573
-1,1568990322.806596
4,1568990323.824012
10,1568990923.906678
-1,1568991524.006985
4,1568991525.023597
10,1568992125.123295
-1,1568992725.14853
4,1568992726.169454
10,1568993326.196731
-1,1568993926.207319
4,1568993927.223649
10,1568994527.297109
-1,1568995127.318993
4,1568995128.336145
10,1568995728.411692
-1,1568996328.511902
4,1568996329.528209
10,1568996929.5985
-1,1568997529.695967
