# iterator, reward, timestamp 
1,-69.0245068197,1567923804.1907597
2,-128.3988885,1567923806.1957757
3,-129.52890427,1567923808.1982358
4,-129.191846388,1567923810.197544
5,-128.447826335,1567923812.20348
6,-139.035650723,1567923820.313261
7,-127.65006894,1567923829.4274948
8,-110.165680404,1567923839.5417798
9,-90.3954010528,1567923844.6468027
10,-78.4233320334,1567923852.760096
11,-85.626185689,1567923858.8695252
12,-78.2411739948,1567923862.9726741
13,-90.6153649936,1567923868.0828478
14,-69.2533056072,1567923872.186072
15,-77.2379846893,1567923883.3274746
16,-75.7792410183,1567923889.407388
17,-77.9488714331,1567923896.519129
18,-90.7684948731,1567923906.6348164
19,-68.8354741705,1567923909.744469
20,-76.9772113674,1567923913.8484032
21,-76.5450648684,1567923915.8513048
22,-77.1972135928,1567923917.853149
23,-77.444566678,1567923919.856961
24,-77.7609381532,1567923921.859371
25,-90.7944385968,1567923928.9685726
26,-111.70186648,1567923940.0833764
27,-99.391197362,1567923952.1960447
28,-90.7194046272,1567923955.30054
29,-77.1079731203,1567923960.4102736
30,-76.6344286066,1567923969.5257888
31,-75.9802854031,1567923976.6314273
32,-78.0579312096,1567923978.6357539
33,-72.4131171788,1567923984.7461264
34,-80.781081108,1567923988.8789105
35,-93.8755870347,1567923993.9575908
36,-86.1806559607,1567923998.0658607
37,-94.9669022781,1567924013.1791003
38,-106.013543479,1567924022.2906268
39,-92.1331562919,1567924028.3989785
40,-78.3347915929,1567924033.5066795
41,-80.8247208984,1567924038.611665
42,-74.2177257272,1567924042.7189665
43,-80.6653792646,1567924049.830858
44,-77.8795995261,1567924053.9341307
45,-64.8462998442,1567924065.0507028
46,-77.3071676695,1567924071.1598387
47,-80.9229274806,1567924077.2669744
48,-75.577962735,1567924098.3941665
49,-80.3836821484,1567924101.4983664
50,-76.7934615253,1567924116.61688
51,-87.8434664553,1567924122.7239385
52,-77.661958823,1567924130.8370662
53,-89.1650959099,1567924142.9805403
54,-77.8940817564,1567924156.0707462
55,-77.7573357549,1567924168.1863372
56,-81.3652416126,1567924177.2954156
57,-74.1905000929,1567924185.4046483
58,-80.627636367,1567924192.5134544
59,-73.4660542041,1567924198.621856
60,-80.8990043242,1567924209.7347803
61,-73.518304229,1567924216.8443825
62,-80.9598510838,1567924220.952422
63,-73.9971120511,1567924225.0594208
64,-81.336656651,1567924230.1652932
65,-73.4765886527,1567924239.2765098
66,-79.8144592387,1567924243.3805048
67,-99.9894148025,1567924253.4949114
68,-80.8932610683,1567924257.602727
69,-74.0796191148,1567924263.708457
70,-80.3360646173,1567924273.8211522
71,-73.1491240704,1567924279.9335563
72,-79.707378554,1567924286.066793
73,-72.8646708803,1567924289.1467044
74,-80.3003715019,1567924295.255573
75,-73.5331367753,1567924301.3628054
76,-95.2936377181,1567924314.4813356
77,-80.3039734996,1567924321.5883605
78,-58.6367082431,1567924325.6958668
79,-59.426897251,1567924327.6957853
80,-59.1928580096,1567924329.698153
81,-59.565475184,1567924331.7017384
82,-59.3050746496,1567924333.7017741
83,-59.8886493226,1567924335.7043552
84,-80.8786953987,1567924338.8111627
85,-58.4582138804,1567924346.9210193
86,-59.1639368486,1567924348.9257019
87,-59.0302798191,1567924350.9307938
88,-58.8922822746,1567924352.9317236
89,-84.5050770509,1567924361.0461636
90,-89.161360364,1567924369.1540763
91,-73.509659826,1567924375.2884734
