4,1569350731.637311
10,1569351931.728503
-1,1569353131.735795
4,1569353132.749588
10,1569354332.836892
-1,1569355532.871825
4,1569355533.889224
10,1569356733.987966
-1,1569357934.082303
4,1569357935.094761
10,1569359135.194333
-1,1569360335.27975
4,1569360336.297473
10,1569361536.397381
-1,1569362736.497356
4,1569362737.514329
10,1569363937.554396
-1,1569365137.649388
4,1569365138.66766
10,1569366338.722949
-1,1569367538.822937
4,1569367539.837798
10,1569368739.920138
-1,1569369940.020677
4,1569369941.036914
10,1569371141.130804
-1,1569372341.230583
4,1569372342.244469
10,1569373542.306857
-1,1569374742.406094
4,1569374743.421416
10,1569375943.479391
-1,1569377143.579242
4,1569377144.594008
10,1569378344.694024
-1,1569379544.794197
4,1569379545.810444
10,1569380745.899309
-1,1569381945.998811
4,1569381947.014839
10,1569383147.063529
-1,1569384347.161851
4,1569384348.172941
10,1569385548.241231
-1,1569386748.341643
4,1569386749.359335
10,1569387949.459724
-1,1569389149.56018
4,1569389150.577493
10,1569390350.677867
-1,1569391550.777823
4,1569391551.791545
10,1569392751.891062
-1,1569393951.968339
4,1569393952.985823
10,1569395153.084665
-1,1569396353.184055
4,1569396354.201253
10,1569397554.256821
-1,1569398754.33962
