4,1569350206.495293
10,1569351406.520373
-1,1569352606.541545
4,1569352607.566184
10,1569353807.612778
-1,1569355007.622923
4,1569355008.640186
10,1569356208.687414
-1,1569357408.781245
4,1569357409.807806
10,1569358609.86424
-1,1569359809.889644
4,1569359810.907539
10,1569361010.931117
-1,1569362210.957512
4,1569362211.979685
10,1569363412.029538
-1,1569364612.130593
4,1569364613.147117
10,1569365813.192643
-1,1569367013.257767
4,1569367014.278156
10,1569368214.296265
-1,1569369414.381265
4,1569369415.398123
10,1569370615.494469
-1,1569371815.591666
4,1569371816.618681
10,1569373016.668775
-1,1569374216.710527
4,1569374217.729187
10,1569375417.788366
-1,1569376617.811485
4,1569376618.832345
10,1569377818.932929
-1,1569379019.031958
4,1569379020.05124
10,1569380220.066962
-1,1569381420.085291
4,1569381421.104246
10,1569382621.180481
-1,1569383821.223138
4,1569383822.243193
10,1569385022.286199
-1,1569386222.385549
4,1569386223.40206
10,1569387423.425499
-1,1569388623.472703
4,1569388624.492794
10,1569389824.498794
-1,1569391024.564395
4,1569391025.58263
10,1569392225.589689
-1,1569393425.665513
4,1569393426.688254
10,1569394626.739662
-1,1569395826.835171
4,1569395827.852202
10,1569397027.949231
-1,1569398228.013271
