4,1569350770.504819
10,1569351970.534759
-1,1569353170.63509
4,1569353171.657164
10,1569354371.683042
-1,1569355571.783732
4,1569355572.801334
10,1569356772.901915
-1,1569357973.002415
4,1569357974.024239
10,1569359174.122375
-1,1569360374.187008
4,1569360375.210143
10,1569361575.300265
-1,1569362775.39684
4,1569362776.420429
10,1569363976.519897
-1,1569365176.620192
4,1569365177.641808
10,1569366377.659864
-1,1569367577.686924
4,1569367578.704212
10,1569368778.778058
-1,1569369978.784557
4,1569369979.806817
10,1569371179.853656
-1,1569372379.953588
4,1569372380.970476
10,1569373581.01809
-1,1569374781.11816
4,1569374782.140657
10,1569375982.235667
-1,1569377182.245874
4,1569377183.26907
10,1569378383.31349
-1,1569379583.411837
4,1569379584.438325
10,1569380784.522569
-1,1569381984.567048
4,1569381985.584701
10,1569383185.608715
-1,1569384385.706727
4,1569384386.72596
10,1569385586.815018
-1,1569386786.914965
4,1569386787.932718
10,1569387987.958337
-1,1569389188.059039
4,1569389189.077186
10,1569390389.173441
-1,1569391589.27238
4,1569391590.298529
10,1569392790.346759
-1,1569393990.446498
4,1569393991.468093
10,1569395191.564602
-1,1569396391.66168
4,1569396392.685559
10,1569397592.732635
-1,1569398792.742709
