# iterator, reward, timestamp 
1,21.956801414489746,1570093145.793591
2,22.929906845092773,1570093148.7977731
3,21.43704891204834,1570093151.800867
4,23.104548454284668,1570093154.805723
5,23.583292961120605,1570093157.8098087
6,23.972034454345703,1570093160.8133357
7,23.59747886657715,1570093163.81659
8,25.739312171936035,1570093166.82084
9,24.24442768096924,1570093169.8244472
10,27.276277542114258,1570093172.8284745
11,19.357800483703613,1570093175.8315287
12,22.188305854797363,1570093178.8353722
13,20.392656326293945,1570093181.837554
14,23.194551467895508,1570093184.8397648
15,19.931435585021973,1570093187.842574
16,20.98989486694336,1570093190.8460035
17,22.112488746643066,1570093193.8502085
18,22.370338439941406,1570093196.8543863
19,25.043249130249023,1570093199.8568184
20,20.847797393798828,1570093202.8612328
21,20.911693572998047,1570093205.8644662
22,24.24442768096924,1570093208.8679001
23,21.071791648864746,1570093211.872499
24,22.158384323120117,1570093214.8760886
25,26.04532241821289,1570093217.8790965
26,21.48604393005371,1570093220.8829455
27,21.93152904510498,1570093223.8868706
28,23.72920513153076,1570093226.8909996
29,20.406126976013184,1570093229.8949335
30,21.810293197631836,1570093232.8983064
31,24.480223655700684,1570093235.9024408
32,22.97818660736084,1570093238.9066606
33,21.00193500518799,1570093241.9095614
34,22.031545639038086,1570093244.9138517
35,23.261666297912598,1570093247.91802
36,18.160104751586914,1570093250.9211895
37,20.28203010559082,1570093253.9253597
38,22.42755889892578,1570093256.928935
39,22.10819721221924,1570093259.9319007
40,22.153139114379883,1570093262.9350677
41,23.94235134124756,1570093265.9390483
42,18.79584789276123,1570093268.9421663
43,23.00262451171875,1570093271.9468684
44,21.474480628967285,1570093274.9504917
45,20.516395568847656,1570093277.9530122
46,20.155906677246094,1570093280.9548626
47,17.555832862854004,1570093283.9578173
48,20.897388458251953,1570093286.9610217
49,19.07658576965332,1570093289.964768
50,23.681044578552246,1570093292.9688218
51,22.704243659973145,1570093295.972665
52,23.157477378845215,1570093298.9754424
53,22.075772285461426,1570093301.9781585
54,20.02716064453125,1570093304.9812653
55,23.403167724609375,1570093307.9860451
56,21.09968662261963,1570093310.991365
57,18.713831901550293,1570093313.9966025
58,14.827609062194824,1570093317.0006185
