4,1569350910.152175
10,1569352110.216441
-1,1569353310.238021
4,1569353311.272333
10,1569354511.373303
-1,1569355711.471881
4,1569355712.4911
10,1569356912.539987
-1,1569358112.635293
4,1569358113.674534
10,1569359313.7142
-1,1569360513.801827
4,1569360514.840636
10,1569361714.879066
-1,1569362914.919787
4,1569362915.949703
10,1569364116.026044
-1,1569365316.04243
4,1569365317.076739
10,1569366517.085803
-1,1569367717.110615
4,1569367718.141516
10,1569368918.241233
-1,1569370118.276379
4,1569370119.309507
10,1569371319.318984
-1,1569372519.365862
4,1569372520.405194
10,1569373720.448505
-1,1569374920.483189
4,1569374921.512595
10,1569376121.611406
-1,1569377321.709136
4,1569377322.744926
10,1569378522.842998
-1,1569379722.872438
4,1569379723.904491
10,1569380923.943249
-1,1569382123.988055
4,1569382125.019277
10,1569383325.058953
-1,1569384525.08855
4,1569384526.119554
10,1569385726.177172
-1,1569386926.273113
4,1569386927.304659
10,1569388127.345358
-1,1569389327.445087
4,1569389328.478141
10,1569390528.535497
-1,1569391728.63621
4,1569391729.668539
10,1569392929.700506
-1,1569394129.801131
4,1569394130.836166
10,1569395330.860542
-1,1569396530.961327
4,1569396532.003535
10,1569397732.029265
-1,1569398932.118435
