4,1568970971.859054
10,1568971571.901168
-1,1568972171.946061
4,1568972172.967147
10,1568972773.047864
-1,1568973373.137361
4,1568973374.155447
10,1568973974.253096
-1,1568974574.279416
4,1568974575.299381
10,1568975175.398973
-1,1568975775.496264
4,1568975776.513474
10,1568976376.613168
-1,1568976976.630077
4,1568976977.646933
10,1568977577.710568
-1,1568978177.730194
4,1568978178.746991
10,1568978778.768171
-1,1568979378.866792
4,1568979379.888907
10,1568979979.985177
-1,1568980580.085432
4,1568980581.101989
10,1568981181.180107
-1,1568981781.280685
4,1568981782.298211
10,1568982382.397173
-1,1568982982.497583
4,1568982983.514803
10,1568983583.615449
-1,1568984183.714647
4,1568984184.734487
10,1568984784.835077
-1,1568985384.93481
4,1568985385.951908
10,1568985985.989116
-1,1568986586.082886
4,1568986587.100207
10,1568987187.199389
-1,1568987787.240355
4,1568987788.261739
10,1568988388.360827
-1,1568988988.453167
4,1568988989.471179
10,1568989589.569062
-1,1568990189.597966
4,1568990190.615419
10,1568990790.714899
-1,1568991390.757631
4,1568991391.774017
10,1568991991.873166
-1,1568992591.968984
4,1568992592.989021
10,1568993193.021178
-1,1568993793.118364
4,1568993794.134994
10,1568994394.235061
-1,1568994994.329144
